trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.1519999999999997, 'e': 0.02973974021336443}",25,17,15.477939300764202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.1499999999999997, 'e': 0.029144945409097144}",20,8,22.190378366560093,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.1479999999999997, 'e': 0.0285620465009152}",20,4,28.518813439650785,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.14599999999999969, 'e': 0.027990805570896896}",25,15,23.045612498691284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.14399999999999968, 'e': 0.027430989459478958}",25,13,11.33492208419566,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.14199999999999968, 'e': 0.026882369670289376}",25,13,25.535039038482527,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.13999999999999968, 'e': 0.02634472227688359}",25,11,11.776027164397227,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.13799999999999968, 'e': 0.025817827831345917}",20,0,33.80003016775808,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.13599999999999968, 'e': 0.025301471274718997}",20,10,16.875678372125456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.13399999999999967, 'e': 0.024795441849224616}",25,13,5.870151405228018,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.13199999999999967, 'e': 0.024299533012240124}",20,13,13.627590610970202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.12999999999999967, 'e': 0.023813542351995322}",20,6,21.175416216526386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.12799999999999967, 'e': 0.023337271504955414}",20,13,12.408885270429906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.12599999999999967, 'e': 0.022870526074856307}",30,16,21.374346400215064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.12399999999999967, 'e': 0.02241311555335918}",30,16,21.6561327110057,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.12199999999999966, 'e': 0.021964853242291995}",20,10,21.42008848718555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.11999999999999966, 'e': 0.021525556177446156}",20,9,22.216085521915893,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.11799999999999966, 'e': 0.02109504505389723}",20,0,21.96002797975285,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
192,False,"{'a': 0.11599999999999966, 'e': 0.020673144152819286}",30,8,41.62994170735566,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.11399999999999966, 'e': 0.0202596812697629}",20,11,13.768704554658207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.11199999999999966, 'e': 0.019854487644367643}",20,12,15.121768179194921,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.10999999999999965, 'e': 0.01945739789148029}",25,8,24.663240901272527,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.10799999999999965, 'e': 0.019068249933650683}",20,14,12.217792758078083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.10599999999999965, 'e': 0.01868688493497767}",35,18,3.21628127707819,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
198,False,"{'a': 0.10399999999999965, 'e': 0.018313147236278113}",20,10,20.440356304475447,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.10199999999999965, 'e': 0.017946884291552553}",25,19,11.255992558679505,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.09999999999999964, 'e': 0.0175879466057215}",30,19,23.098894072872184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.09799999999999964, 'e': 0.01723618767360707}",25,10,25.01858787533622,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.09599999999999964, 'e': 0.01689146392013493}",25,12,22.622731338233052,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.09399999999999964, 'e': 0.01655363464173223}",30,20,16.233503301618885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.09199999999999964, 'e': 0.016222561948897585}",20,2,9.991130849148638,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.08999999999999964, 'e': 0.015898110709919634}",20,10,20.78973573391576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.08799999999999963, 'e': 0.01558014849572124}",25,11,25.179732485678713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.08599999999999963, 'e': 0.015268545525806814}",30,12,28.091335806406786,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.08399999999999963, 'e': 0.014963174615290679}",30,16,-17.289457746082427,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
209,False,"{'a': 0.08199999999999963, 'e': 0.014663911122984865}",20,6,22.429995055248767,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.07999999999999963, 'e': 0.014370632900525168}",25,6,22.17103345015571,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.07799999999999963, 'e': 0.014083220242514663}",25,8,29.53588193430565,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.07599999999999962, 'e': 0.01380155583766437}",20,10,15.00877701929626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.07399999999999962, 'e': 0.013525524720911083}",20,0,28.261344975584365,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.07199999999999962, 'e': 0.01325501422649286}",30,24,13.382732449818388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.06999999999999962, 'e': 0.012989913941963003}",30,19,20.099244945615364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.06799999999999962, 'e': 0.012730115663123744}",20,12,11.724332870227155,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.06599999999999961, 'e': 0.012475513349861267}",20,10,19.99768674999015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.06399999999999961, 'e': 0.012226003082864043}",25,18,-6.638273414494124,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
219,False,"{'a': 0.06199999999999961, 'e': 0.011981483021206761}",25,15,18.69143130779013,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.05999999999999961, 'e': 0.011741853360782626}",20,16,7.9968267146514025,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.05799999999999961, 'e': 0.011507016293566973}",20,10,15.114029822790178,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.055999999999999606, 'e': 0.011276875967695634}",25,20,8.814202492207833,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.053999999999999604, 'e': 0.01105133844834172}",20,8,21.016558661791482,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.0519999999999996, 'e': 0.010830311679374887}",20,8,18.375302439839544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.0499999999999996, 'e': 0.010613705445787387}",20,9,18.688986342193722,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.0479999999999996, 'e': 0.010401431336871641}",25,14,13.912993779437292,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.0459999999999996, 'e': 0.010193402710134207}",25,10,20.046468813849657,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.043999999999999595, 'e': 0.009989534655931522}",25,8,28.673846758127656,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,13,29.290172907690234,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,10,14.362642518534049,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,20,9.761551015119663,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,10,14.773903164630696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,6,27.075931358026697,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,8,24.57140768429835,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,10,15.207664997172955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,15,22.39847546133895,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,13,24.21730804775855,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,19,11.059348149654534,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,17,16.79277676747067,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,0,34.1708001312392,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",20,9,14.491800655944097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,3,29.157938402796006,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,19,11.640535675565271,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,16,8.102811353204395,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,13,21.69299681232336,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,9,19.767347640982837,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,13,21.378824239902162,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,8,25.432837370481817,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",30,8,36.02302677780429,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,13,19.619886351551994,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,7,20.928471753788884,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,18,16.260723152279844,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,11,16.399561603328902,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,12,13.964230459664025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,0,31.161545745682034,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,True,"{'a': 0, 'e': 0}",25,11,23.746489914209068,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",35,13,36.38840496514838,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",30,21,16.591148090881667,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",30,17,24.4593484766827,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",30,16,26.578619332241892,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,7,27.24883584330607,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,7,22.69718306631834,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,13,18.29854669935779,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,8,21.080892794478302,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,12,18.75023249617987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,13,14.70604442207723,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",25,16,16.228305521511867,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",25,14,18.678553105702264,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
